segment;payment_type;customer_city;customer_state;total_payment;order_numbers
Hibernating;voucher;itamarandiba;MG;207,72;1
Hibernating;voucher;itanhandu;MG;83,91;1
Hibernating;voucher;itapecerica da serra;SP;126,62;2
Hibernating;voucher;itapecuru mirim;MA;50;1
Hibernating;voucher;itaperuna;RJ;1220,45;1
Hibernating;voucher;itapetininga;SP;41,11;1
Hibernating;voucher;itapevi;SP;238,44;3
Hibernating;voucher;itapira;SP;70;2
Hibernating;voucher;itapiranga;SC;24,42;1
Hibernating;voucher;itapora;MS;29,09;1
Hibernating;voucher;itapura;SP;59,99;1
Hibernating;voucher;itaquaquecetuba;SP;46;1
Hibernating;voucher;itaquitinga;PE;55;1
Hibernating;voucher;itarema;CE;99,95;1
Hibernating;voucher;itatiba;SP;82;1
Hibernating;voucher;itau de minas;MG;55,11;1
Hibernating;voucher;itu;SP;159,43;3
Hibernating;voucher;ituiutaba;MG;196,01;1
Hibernating;voucher;itupeva;SP;25,72;1
Hibernating;voucher;jaboatao dos guararapes;PE;100;1
Hibernating;voucher;jaboticabal;SP;63,95;1
Hibernating;voucher;jacarei;SP;242,16;4
Hibernating;voucher;jacutinga;MG;33,85;1
Hibernating;voucher;jaguariaiva;PR;100;1
Hibernating;voucher;januaria;MG;31,2;1
Hibernating;voucher;jardim do serido;RN;50;1
Hibernating;voucher;jardinopolis;SP;109;1
Hibernating;voucher;jaru;RO;74,7;1
Hibernating;voucher;jatai;GO;108,7;2
Hibernating;voucher;jau;SP;16,04;1
Hibernating;voucher;joao alfredo;PE;82,67;1
Hibernating;voucher;joao pessoa;PB;231,33;2
Hibernating;voucher;joao pinheiro;MG;44,38;1
Hibernating;voucher;joinville;SC;349,68;5
Hibernating;voucher;juazeiro;BA;73,83;1
Hibernating;voucher;juazeiro do norte;CE;100;1
Hibernating;voucher;juiz de fora;MG;16,3;1
Hibernating;voucher;jundiai;SP;440,65;3
Hibernating;voucher;juquitiba;SP;19,2;1
Hibernating;voucher;juruti;PA;75,53;1
Hibernating;voucher;ladainha;MG;37,57;1
Hibernating;voucher;lages;SC;100;1
Hibernating;voucher;lagoa nova;RN;40;1
Hibernating;voucher;lagoa santa;MG;391,02;2
Hibernating;voucher;laranjeiras do sul;PR;32,07;1
Hibernating;voucher;lauro de freitas;BA;46,86;1
Hibernating;voucher;leme;SP;37,66;1
Hibernating;voucher;lencois paulista;SP;85,14;1
Hibernating;voucher;leopoldina;MG;170,82;1
Hibernating;voucher;limeira;SP;162,98;2
Hibernating;voucher;limoeiro do norte;CE;343,63;2
Hibernating;voucher;linhares;ES;69,16;1
Hibernating;voucher;lins;SP;148,34;2
Hibernating;voucher;londrina;PR;322,43;2
Hibernating;voucher;lorena;SP;131,44;1
Hibernating;voucher;luizlandia do oeste;MG;225,22;1
Hibernating;voucher;lunardelli;PR;134,1;1
Hibernating;voucher;macapa;AP;176,93;2
Hibernating;voucher;maceio;AL;486;2
Hibernating;voucher;machado;MG;97,84;1
Hibernating;voucher;mage;RJ;17,64;1
Hibernating;voucher;mairipora;SP;79,86;2
Hibernating;voucher;manaus;AM;64,14;2
Hibernating;voucher;mandaguari;PR;50;1
Hibernating;voucher;mangueirinha;PR;297,27;1
Hibernating;voucher;manhuacu;MG;151,67;2
Hibernating;voucher;mansidao;BA;50;1
Hibernating;voucher;maraba;PA;280,47;2
Hibernating;voucher;marica;RJ;90;2
Hibernating;voucher;marilia;SP;352,94;3
Hibernating;voucher;maringa;PR;578,93;7
Hibernating;voucher;marmeleiro;PR;100;1
Hibernating;voucher;mata de sao joao;BA;100;1
Hibernating;voucher;mata verde;MG;150;2
Hibernating;voucher;mateus leme;MG;47,74;1
Hibernating;voucher;mato leitao;RS;88,55;1
Hibernating;voucher;maua;SP;59,24;1
Hibernating;voucher;mendonca;SP;95,56;1
Hibernating;voucher;mogi das cruzes;SP;246,02;5
Hibernating;voucher;mogi mirim;SP;47,74;1
Hibernating;voucher;monte alto;SP;109,51;2
Hibernating;voucher;montenegro;RS;50;1
Hibernating;voucher;montes claros;MG;294,03;5
Hibernating;voucher;morrinhos;GO;38,75;1
Hibernating;voucher;natal;RN;373,21;5
Hibernating;voucher;niteroi;RJ;1833,7;14
Hibernating;voucher;nova friburgo;RJ;134,31;2
Hibernating;voucher;nova iguacu;RJ;1139,64;10
Hibernating;voucher;nova lima;MG;234,65;3
Hibernating;voucher;nova ponte;MG;100;1
Hibernating;voucher;nova prata do iguacu;PR;22,43;1
Hibernating;voucher;nova veneza;SC;241,22;1
Hibernating;voucher;novo gama;GO;109,07;2
Hibernating;voucher;novo hamburgo;RS;36,93;3
Hibernating;voucher;olinda;PE;150,79;3
Hibernating;voucher;orizona;GO;163,25;1
Hibernating;voucher;oroco;PE;237,53;1
Hibernating;voucher;osasco;SP;994,49;13
Hibernating;voucher;osvaldo cruz;SP;51,75;1
Hibernating;voucher;ourinhos;SP;115,98;2
Hibernating;voucher;ouro fino;MG;80,71;1
Hibernating;voucher;pacaembu;SP;31,8;1
Hibernating;voucher;palhoca;SC;79,9;1
Hibernating;voucher;palmares;PE;88,72;1
Hibernating;voucher;palmas;TO;83,73;2
Hibernating;voucher;panorama;SP;60;1
Hibernating;voucher;papucaia;RJ;136,41;1
Hibernating;voucher;paraiso do tocantins;TO;198,93;1
Hibernating;voucher;paranaiba;MS;156,19;1
Hibernating;voucher;paraty;RJ;163,81;1
Hibernating;voucher;parnaiba;PI;50;1
Hibernating;voucher;passa quatro;MG;50;1
Hibernating;voucher;passos;MG;144,09;3
Hibernating;voucher;patos de minas;MG;72,14;1
Hibernating;voucher;patrocinio;MG;78,01;1
Hibernating;voucher;paulinia;SP;197,15;2
Hibernating;voucher;paulista;PE;208,51;2
Hibernating;voucher;paulo afonso;BA;13,75;1
Hibernating;voucher;paulo frontin;PR;100;1
Hibernating;voucher;pederneiras;SP;72,65;1
Hibernating;voucher;pedra;PE;51,8;1
Hibernating;voucher;pedralva;MG;50;1
Hibernating;voucher;pedreira;SP;43,92;1
Hibernating;voucher;pedro leopoldo;MG;71,14;1
Hibernating;voucher;pelotas;RS;85,14;1
Hibernating;voucher;penapolis;SP;26,85;1
Hibernating;voucher;petrolina;PE;49,92;1
Hibernating;voucher;petropolis;RJ;37,37;1
Hibernating;voucher;pindamonhangaba;SP;78,79;1
Hibernating;voucher;pinhais;PR;121,18;1
Hibernating;voucher;piquete;SP;9,81;1
Hibernating;voucher;piracaia;SP;183,08;3
Hibernating;voucher;piracanjuba;GO;40,1;1
Hibernating;voucher;piracicaba;SP;101,51;2
Hibernating;voucher;pirai;RJ;151,98;1
Hibernating;voucher;pirajui;SP;100;1
Hibernating;voucher;planalto;PR;12,26;1
Hibernating;voucher;poa;SP;72,79;2
Hibernating;voucher;poco fundo;MG;54,26;1
Hibernating;voucher;pocos de caldas;MG;47,75;2
Hibernating;voucher;ponta grossa;PR;164,72;3
Hibernating;voucher;porto alegre;RS;2039,68;18
Hibernating;voucher;porto feliz;SP;49,85;1
Hibernating;voucher;porto seguro;BA;250;1
Hibernating;voucher;porto uniao;SC;160;1
Hibernating;voucher;posse;GO;22,1;1
Hibernating;voucher;pouso alegre;MG;133,38;1
Hibernating;voucher;praia grande;SP;107,11;3
Hibernating;voucher;presidente bernardes;SP;44,02;1
Hibernating;voucher;presidente epitacio;SP;11,39;1
Hibernating;voucher;presidente prudente;SP;112,82;3
Hibernating;voucher;quatro barras;PR;43,1;1
Hibernating;voucher;quirinopolis;GO;134,35;1
Hibernating;voucher;quixada;CE;659,84;1
Hibernating;voucher;recife;PE;403,41;8
Hibernating;voucher;registro;SP;287,13;1
Hibernating;voucher;ribeirao das neves;MG;86,66;2
Hibernating;voucher;ribeirao do pinhal;PR;89,97;1
Hibernating;voucher;ribeirao pires;SP;6,66;1
Hibernating;voucher;ribeirao preto;SP;348,24;6
Hibernating;voucher;rio acima;MG;34,27;1
Hibernating;voucher;rio bonito;RJ;8,26;1
Hibernating;voucher;rio branco;AC;149,15;2
Hibernating;voucher;rio claro;SP;264,03;3
Hibernating;voucher;rio das ostras;RJ;100;1
Hibernating;voucher;rio de janeiro;RJ;7964,19;82
Hibernating;voucher;rio grande;RS;78,01;2
Hibernating;voucher;rio largo;AL;20;1
Hibernating;voucher;rio verde;GO;43,96;1
Hibernating;voucher;roca sales;RS;99,9;1
Hibernating;voucher;rondonopolis;MT;15,17;1
Hibernating;voucher;sabinopolis;MG;18,46;1
Hibernating;voucher;salto;SP;113,77;3
Hibernating;voucher;salvador;BA;2142,75;23
Hibernating;voucher;santa cecilia do pavao;PR;55,98;1
Hibernating;voucher;santa cruz cabralia;BA;76,31;1
Hibernating;voucher;santa maria;RS;1351,77;2
Hibernating;voucher;santa teresa;ES;29,02;1
Hibernating;voucher;santana de parnaiba;SP;181,04;2
Hibernating;voucher;santanesia;RJ;7,3;1
Hibernating;voucher;santo amaro;BA;35,2;1
Hibernating;voucher;santo andre;SP;755,77;11
Hibernating;voucher;santo angelo;RS;44,1;1
Hibernating;voucher;santo antonio da alegria;SP;18,75;1
Hibernating;voucher;santo antonio de jesus;BA;100;1
Hibernating;voucher;santo antonio de posse;SP;34;1
Hibernating;voucher;santo antonio do monte;MG;79,9;1
Hibernating;voucher;santo antonio do sudoeste;PR;17,6;1
Hibernating;voucher;santo augusto;RS;72,43;1
Hibernating;voucher;santos;SP;903,03;10
Hibernating;voucher;sao bento do sapucai;SP;10,41;1
Hibernating;voucher;sao bernardo do campo;SP;710,19;12
Hibernating;voucher;sao caetano do sul;SP;71,69;2
Hibernating;voucher;sao carlos;SP;113,34;2
Hibernating;voucher;sao goncalo;RJ;1120,25;13
Hibernating;voucher;sao goncalo do amarante;RN;50;1
Hibernating;voucher;sao gotardo;MG;50;1
Hibernating;voucher;sao joao batista;SC;94,31;1
Hibernating;voucher;sao joao da boa vista;SP;82,06;1
Hibernating;voucher;sao joao de meriti;RJ;380,84;4
Hibernating;voucher;sao joao del rei;MG;141,3;2
Hibernating;voucher;sao joaquim da barra;SP;24,75;1
Hibernating;voucher;sao jose;SC;165,4;4
Hibernating;voucher;sao jose do cerrito;SC;64,1;1
Hibernating;voucher;sao jose do rio pardo;SP;12,14;1
Hibernating;voucher;sao jose do rio preto;SP;619,67;3
Hibernating;voucher;sao jose do vale do rio preto;RJ;113,16;1
Hibernating;voucher;sao jose dos campos;SP;767,62;12
Hibernating;voucher;sao jose dos pinhais;PR;75,16;1
Hibernating;voucher;sao leopoldo;RS;269,51;6
Hibernating;voucher;sao lourenco;MG;92,14;1
Hibernating;voucher;sao luis;MA;395,27;3
Hibernating;voucher;sao marcos;RS;9,91;1
Hibernating;voucher;sao miguel do cambui;PR;74,81;1
Hibernating;voucher;sao paulo;SP;18588,27;193
Hibernating;voucher;sao roque;SP;205,84;2
Hibernating;voucher;sao sebastiao de campos;RJ;38,71;1
Hibernating;voucher;sao simao;SP;37,02;1
Hibernating;voucher;sao vicente;SP;227,56;5
Hibernating;voucher;serra;ES;296,65;5
Hibernating;voucher;serra dos aimores;MG;43,09;1
Hibernating;voucher;sertaozinho;SP;245,71;2
Hibernating;voucher;sete lagoas;MG;164,3;2
Hibernating;voucher;severinia;SP;57,58;1
Hibernating;voucher;simoes filho;BA;195,12;1
Hibernating;voucher;sinop;MT;233,05;2
Hibernating;voucher;sorocaba;SP;1032,86;9
Hibernating;voucher;sucesso;CE;122,04;1
Hibernating;voucher;sumare;SP;126,22;2
Hibernating;voucher;suzano;SP;377,84;4
Hibernating;voucher;tabira;PE;98,87;1
Hibernating;voucher;taboao da serra;SP;143,97;3
Hibernating;voucher;tailandia;PA;100;1
Hibernating;voucher;tambau;SP;55,91;1
Hibernating;voucher;tangara;SC;250;1
Hibernating;voucher;tangua;RJ;140,08;1
Hibernating;voucher;tapejara;RS;92,19;1
Hibernating;voucher;taperuaba;CE;26,31;1
Hibernating;voucher;taquaracu de minas;MG;308,3;1
Hibernating;voucher;taquarituba;SP;68,89;1
Hibernating;voucher;taubate;SP;257,48;3
Hibernating;voucher;teodoro sampaio;SP;300;1
Hibernating;voucher;teofilo otoni;MG;167,12;3
Hibernating;voucher;teolandia;BA;30;1
Hibernating;voucher;teresina;PI;522,87;8
Hibernating;voucher;teresopolis;RJ;31,74;1
Hibernating;voucher;terra roxa;SP;41;1
Hibernating;voucher;tombos;MG;20,12;1
Hibernating;voucher;trajano de moraes;RJ;24,98;1
Hibernating;voucher;tres coracoes;MG;103,8;2
Hibernating;voucher;tres fronteiras;SP;17,56;1
Hibernating;voucher;tres lagoas;MS;197,7;1
Hibernating;voucher;tubarao;SC;88,76;1
Hibernating;voucher;tupa;SP;39,23;1
Hibernating;voucher;tupi paulista;SP;87,02;1
Hibernating;voucher;uba;MG;33,2;1
Hibernating;voucher;uberaba;MG;220,66;2
Hibernating;voucher;uberlandia;MG;518,27;7
Hibernating;voucher;umuarama;PR;345,15;1
Hibernating;voucher;unai;MG;28,89;1
Hibernating;voucher;uniao da vitoria;PR;100;1
Hibernating;voucher;uruoca;CE;50;1
Hibernating;voucher;valenca;BA;23,09;1
Hibernating;voucher;valenca;RJ;491,44;2
Hibernating;voucher;valinhos;SP;439,2;2
Hibernating;voucher;valparaiso;SP;23,06;1
Hibernating;voucher;vargem grande paulista;SP;63,27;1
Hibernating;voucher;varginha;MG;25,09;1
Hibernating;voucher;varzea da palma;MG;115,45;1
Hibernating;voucher;varzea paulista;SP;61,6;1
Hibernating;voucher;varzelandia;MG;14,43;1
Hibernating;voucher;viamao;RS;314,35;2
Hibernating;voucher;viana;MA;100;1
Hibernating;voucher;vicosa;MG;194,93;3
Hibernating;voucher;vila velha;ES;743,29;7
Hibernating;voucher;vinhedo;SP;176,83;3
Hibernating;voucher;vitoria;ES;129,52;3
Hibernating;voucher;vitoria da conquista;BA;2,83;1
Hibernating;voucher;volta redonda;RJ;344,16;5
Hibernating;voucher;votorantim;SP;226,99;3
Hibernating;voucher;xanxere;SC;50;1
Hibernating;voucher;ze doca;MA;408,04;1
Lost;boleto;abaete;MG;154,23;1
Lost;boleto;abre campo;MG;131,16;1
Lost;boleto;abreu e lima;PE;88,72;1
Lost;boleto;adamantina;SP;103,14;2
Lost;boleto;adolfo;SP;80,87;1
Lost;boleto;adrianopolis;PR;89,17;1
Lost;boleto;afonso claudio;ES;76,88;1
Lost;boleto;agronomica;SC;23,49;1
Lost;boleto;agua boa;MT;36,99;1
Lost;boleto;agua branca;PB;209,48;1
Lost;boleto;aguas belas;PE;90,84;1
Lost;boleto;aguas de lindoia;SP;166,23;1
Lost;boleto;aguas de santa barbara;SP;32,96;1
Lost;boleto;aguas de sao pedro;SP;242,94;1
Lost;boleto;aguas formosas;MG;33,42;1
Lost;boleto;agudo;RS;32,1;1
Lost;boleto;aimores;MG;117,94;1
Lost;boleto;aiuruoca;MG;65,31;1
Lost;boleto;alagoinhas;BA;204,4;2
Lost;boleto;alegre;ES;585,28;2
Lost;boleto;alegrete;RS;140,18;3
Lost;boleto;alem paraiba;MG;136,04;1
Lost;boleto;alfenas;MG;243,63;2
Lost;boleto;alianca;PE;89,93;1
Lost;boleto;almenara;MG;224,92;2
Lost;boleto;almirante tamandare;PR;47,69;1
Lost;boleto;alpinopolis;MG;291,69;2
Lost;boleto;altamira;PA;754,56;1
Lost;boleto;altinopolis;SP;1365,12;2
Lost;boleto;alto paraiso de goias;GO;29,9;1
Lost;boleto;alto parnaiba;MA;155,39;1
Lost;boleto;aluminio;SP;120,81;2
Lost;boleto;alvorada;RS;153,09;1
Lost;boleto;americana;SP;819,26;9
Lost;boleto;americo brasiliense;SP;43,86;1
Lost;boleto;amparo;SP;314,56;2
Lost;boleto;ampere;PR;25,51;1
Lost;boleto;ananindeua;PA;125,95;1
Lost;boleto;anapolis;GO;284,13;2
Lost;boleto;andira;PR;51,52;1
Lost;boleto;andradina;SP;22,86;1
Lost;boleto;angra dos reis;RJ;59,12;1
Lost;boleto;antonio carlos;SC;144,68;1
Lost;boleto;antonio prado;RS;32,1;1
Lost;boleto;aparecida;SP;293,36;1
Lost;boleto;aparecida de goiania;GO;288,3;4
Lost;boleto;apiuna;SC;45,68;1
Lost;boleto;apodi;RN;366,13;2
Lost;boleto;apucarana;PR;266,36;2
Lost;boleto;aracaju;SE;1066,04;12
Lost;boleto;aracati;CE;87,83;1
Lost;boleto;aracatuba;SP;462,09;5
Lost;boleto;araci;BA;90,97;2
Lost;boleto;aracitaba;MG;64,42;1
Lost;boleto;aracoiaba da serra;SP;263,91;2
Lost;boleto;aracruz;ES;299,76;4
Lost;boleto;aragarcas;GO;60,14;1
Lost;boleto;araguacu;TO;162,86;1
Lost;boleto;araguaina;TO;96,98;1
Lost;boleto;arapiraca;AL;139,08;2
Lost;boleto;araponga;MG;95,67;1
Lost;boleto;arapongas;PR;382,17;4
Lost;boleto;araraquara;SP;469,81;5
Lost;boleto;araras;SP;81,89;1
Lost;boleto;araripina;PE;1619,11;3
Lost;boleto;araruama;RJ;533,14;3
Lost;boleto;araucaria;PR;106,16;2
Lost;boleto;araxa;MG;927,54;2
Lost;boleto;arcos;MG;206,11;3
Lost;boleto;ariquemes;RO;836,47;2
Lost;boleto;armacao dos buzios;RJ;33,51;1
Lost;boleto;arroio do tigre;RS;170,84;1
Lost;boleto;aruja;SP;115,81;1
Lost;boleto;assis;SP;79,93;1
Lost;boleto;atibaia;SP;1486,65;8
Lost;boleto;aurora;CE;89,93;1
Lost;boleto;avanhandava;SP;86,63;1
Lost;boleto;avare;SP;45,86;1
Lost;boleto;bady bassitt;SP;90,46;1
Lost;boleto;bage;RS;1109,45;9
Lost;boleto;baixo guandu;ES;43,95;1
Lost;boleto;balneario arroio do silva;SC;127,5;1
Lost;boleto;balneario camboriu;SC;484,31;5
Lost;boleto;balneario pinhal;RS;23,42;1
Lost;boleto;balsas;MA;275,03;2
Lost;boleto;bandeirantes do tocantins;TO;359,8;1
Lost;boleto;barao de cocais;MG;218,68;2
Lost;boleto;barbacena;MG;392,05;3
Lost;boleto;bariri;SP;318,8;2
Lost;boleto;barra de santo antonio;AL;315,76;1
Lost;boleto;barra de sao joao;RJ;1184,55;1
Lost;boleto;barra do garcas;MT;375,09;3
Lost;boleto;barra do pirai;RJ;175,39;1
Lost;boleto;barra mansa;RJ;319,92;2
Lost;boleto;barra velha;SC;314,22;2
Lost;boleto;barreiras;BA;444,2;5
Lost;boleto;barretos;SP;471,81;2
Lost;boleto;barro alto;GO;123,33;1
Lost;boleto;barroso;MG;81,05;1
Lost;boleto;barueri;SP;840,04;11
Lost;boleto;bauru;SP;3768,14;15
Lost;boleto;bebedouro;SP;220,36;2
Lost;boleto;bela vista de goias;GO;63,1;1
Lost;boleto;belem;PA;3069,22;19
Lost;boleto;belford roxo;RJ;1407,95;5
Lost;boleto;belo horizonte;MG;7713,73;76
Lost;boleto;bento goncalves;RS;717,51;4
Lost;boleto;bertioga;SP;208,54;2
Lost;boleto;betim;MG;322,29;5
Lost;boleto;bezerros;PE;165,25;1
Lost;boleto;biguacu;SC;46,1;1
Lost;boleto;birigui;SP;1938,74;1
Lost;boleto;blumenau;SC;893,12;6
Lost;boleto;boa esperanca do sul;SP;25,86;1
Lost;boleto;boa vista;RR;245,18;4
Lost;boleto;boa vista do burica;RS;252,09;1
Lost;boleto;boituva;SP;423,22;3
Lost;boleto;bom despacho;MG;140,11;2
Lost;boleto;bom jardim;MA;60,05;1
Lost;boleto;bom jardim;RJ;127,24;2
Lost;boleto;bom jardim de minas;MG;84,56;1
Lost;boleto;bom jesus;GO;77,57;1
Lost;boleto;bom jesus;PI;165,56;1
Lost;boleto;bom jesus do galho;MG;361,5;1
Lost;boleto;bom jesus do itabapoana;RJ;45;1
Lost;boleto;bom repouso;MG;89,19;1
Lost;boleto;bom retiro do sul;RS;194,71;1
Lost;boleto;bombinhas;SC;199,44;1
Lost;boleto;bonito;MS;45,95;1
Lost;boleto;borda da mata;MG;303,34;1
Lost;boleto;botucatu;SP;421,06;3
Lost;boleto;braco do norte;SC;182,46;2
Lost;boleto;braganca;PA;117,62;1
Lost;boleto;braganca paulista;SP;516,28;5
Lost;boleto;brasilia;DF;6668,59;69
Lost;boleto;brasilia de minas;MG;84,56;1
Lost;boleto;brasopolis;MG;115,9;1
Lost;boleto;brotas;SP;72,05;1
Lost;boleto;brotas de macaubas;BA;185,62;1
Lost;boleto;brumadinho;MG;88,84;1
Lost;boleto;brusque;SC;409,28;4
Lost;boleto;buri;SP;172,92;2
Lost;boleto;buriti do tocantins;TO;86,79;1
Lost;boleto;buritis;MG;99,74;1
Lost;boleto;buritizeiro;MG;105,28;1
Lost;boleto;cabo de santo agostinho;PE;190,67;2
Lost;boleto;cabo frio;RJ;2458,69;6
Lost;boleto;cabo verde;MG;110,33;1
Lost;boleto;cacador;SC;309,48;4
Lost;boleto;cacapava;SP;852,19;7
Lost;boleto;cacequi;RS;148,15;1
Lost;boleto;cachoeira alta;GO;78,77;2
Lost;boleto;cachoeira de minas;MG;153,96;2
Lost;boleto;cachoeira do sul;RS;634,12;6
Lost;boleto;cachoeira dourada;GO;47,09;1
Lost;boleto;cachoeirinha;RS;508,42;3
Lost;boleto;cachoeiro de itapemirim;ES;201,34;2
Lost;boleto;caetite;BA;164,33;1
Lost;boleto;caico;RN;74,49;1
Lost;boleto;caieiras;SP;1236,83;5
Lost;boleto;cajamar;SP;768,27;4
Lost;boleto;cajobi;SP;616,13;2
Lost;boleto;cajueiro;AL;138,15;1
Lost;boleto;cajuru;SP;35,42;1
Lost;boleto;camacari;BA;47,69;1
Lost;boleto;camaqua;RS;45;1
Lost;boleto;camaragibe;PE;29,84;1
Lost;boleto;cambe;PR;105,28;1
Lost;boleto;camboriu;SC;257;3
Lost;boleto;campanha;MG;45,8;1
Lost;boleto;campestre do maranhao;MA;208,05;1
Lost;boleto;campina grande;PB;1455,33;6
Lost;boleto;campinas;SP;4531,02;46
Lost;boleto;campinorte;GO;236,29;1
Lost;boleto;campo alegre de lourdes;BA;124,89;1
Lost;boleto;campo belo;MG;44,51;1
Lost;boleto;campo bom;RS;74,65;1
Lost;boleto;campo formoso;BA;170,29;1
Lost;boleto;campo grande;MS;1348,12;14
Lost;boleto;campo limpo paulista;SP;207,5;2
Lost;boleto;campo maior;PI;87,16;1
Lost;boleto;campo mourao;PR;309,77;3
Lost;boleto;campo novo do parecis;MT;99,04;2
Lost;boleto;campos altos;MG;51,42;1
Lost;boleto;campos borges;RS;735;1
Lost;boleto;campos do jordao;SP;74,49;1
Lost;boleto;campos dos goytacazes;RJ;1268,58;9
Lost;boleto;campos gerais;MG;121,09;1
Lost;boleto;canarana;MT;212,05;1
Lost;boleto;candido mota;SP;71,01;1
Lost;boleto;candiota;RS;116,94;1
Lost;boleto;canela;RS;207,09;1
Lost;boleto;canelinha;SC;75,39;1
Lost;boleto;caninde;CE;106,81;1
Lost;boleto;canitar;SP;145,88;1
Lost;boleto;canoas;RS;506,9;6
Lost;boleto;canoinhas;SC;70,03;1
Lost;boleto;cantagalo;MG;286,32;1
Lost;boleto;cantagalo;RJ;254,84;1
Lost;boleto;capao bonito;SP;82,73;1
Lost;boleto;capao da canoa;RS;45,64;1
